0.00402359 -2.121512e+01
0.01207078 -1.812302e+01
0.02011797 -1.639938e+01
0.02816516 -1.522053e+01
0.03621235 -1.432270e+01
0.04425954 -1.358344e+01
0.05230673 -1.297397e+01
0.06035392 -1.244143e+01
0.06840111 -1.196910e+01
0.07644830 -1.156201e+01
0.08449549 -1.117500e+01
0.09254268 -1.082935e+01
0.10058987 -1.051644e+01
0.10863706 -1.022276e+01
0.11668425 -9.951022e+00
0.12473144 -9.687605e+00
0.13277863 -9.452572e+00
0.14082582 -9.218189e+00
0.14887301 -8.997652e+00
0.15692020 -8.784607e+00
0.16496739 -8.601363e+00
0.17301458 -8.410615e+00
0.18106177 -8.225036e+00
0.18910895 -8.051012e+00
0.19715614 -7.884588e+00
0.20520333 -7.720510e+00
0.21325052 -7.577122e+00
0.22129771 -7.423304e+00
0.22934490 -7.268565e+00
0.23739209 -7.122851e+00
0.24543928 -6.995587e+00
0.25348647 -6.864840e+00
0.26153366 -6.730868e+00
0.26958085 -6.621070e+00
0.27762804 -6.482762e+00
0.28567523 -6.369933e+00
0.29372242 -6.254914e+00
0.30176961 -6.136912e+00
0.30981680 -6.034178e+00
0.31786399 -5.921056e+00
0.32591118 -5.812109e+00
0.33395837 -5.708071e+00
0.34200556 -5.609043e+00
0.35005275 -5.505005e+00
0.35809994 -5.410623e+00
0.36614713 -5.312053e+00
0.37419431 -5.215354e+00
0.38224150 -5.126434e+00
0.39028869 -5.038809e+00
0.39833588 -4.944553e+00
0.40638307 -4.862001e+00
0.41443026 -4.770655e+00
0.42247745 -4.690744e+00
0.43052464 -4.602495e+00
0.43857183 -4.518406e+00
0.44661902 -4.439321e+00
0.45466621 -4.347367e+00
0.46271340 -4.274714e+00
0.47076059 -4.202368e+00
0.47880778 -4.118729e+00
0.48685497 -4.044723e+00
0.49490216 -3.968996e+00
0.50294935 -3.896845e+00
0.51099654 -3.823316e+00
0.51904373 -3.747479e+00
0.52709092 -3.680412e+00
0.53513811 -3.605655e+00
0.54318530 -3.530866e+00
0.55123249 -3.463560e+00
0.55927967 -3.388724e+00
0.56732686 -3.327046e+00
0.57537405 -3.257119e+00
0.58342124 -3.194026e+00
0.59146843 -3.126552e+00
0.59951562 -3.054299e+00
0.60756281 -2.993438e+00
0.61561000 -2.925409e+00
0.62365719 -2.862438e+00
0.63170438 -2.798739e+00
0.63975157 -2.728539e+00
0.64779876 -2.672040e+00
0.65584595 -2.606557e+00
0.66389314 -2.541516e+00
0.67194033 -2.480568e+00
0.67998752 -2.418084e+00
0.68803471 -2.358641e+00
0.69608190 -2.294825e+00
0.70412909 -2.234764e+00
0.71217628 -2.172301e+00
0.72022347 -2.106473e+00
0.72827066 -2.048298e+00
0.73631784 -1.983598e+00
0.74436503 -1.924581e+00
0.75241222 -1.862181e+00
0.76045941 -1.800742e+00
0.76850660 -1.738901e+00
0.77655379 -1.679057e+00
0.78460098 -1.617490e+00
0.79264817 -1.556931e+00
0.80069536 -1.498898e+00
0.80874255 -1.439984e+00
0.81678974 -1.379729e+00
0.82483693 -1.317785e+00
0.83288412 -1.259035e+00
0.84093131 -1.203203e+00
0.84897850 -1.146264e+00
0.85702569 -1.087946e+00
0.86507288 -1.028824e+00
0.87312007 -9.719806e-01
0.88116726 -9.127660e-01
0.88921445 -8.601808e-01
0.89726164 -8.032709e-01
0.90530883 -7.467111e-01
0.91335602 -6.932879e-01
0.92140320 -6.403538e-01
0.92945039 -5.861533e-01
0.93749758 -5.321436e-01
0.94554477 -4.798663e-01
0.95359196 -4.270841e-01
0.96163915 -3.753560e-01
0.96968634 -3.236600e-01
0.97773353 -2.717780e-01
0.98578072 -2.233653e-01
0.99382791 -1.722798e-01
1.00187510 -1.204002e-01
1.00992229 -7.272223e-02
1.01796948 -2.305219e-02
1.02601667 2.651939e-02
1.03406386 7.555945e-02
1.04211105 1.230434e-01
1.05015824 1.695764e-01
1.05820543 2.172875e-01
1.06625262 2.649194e-01
1.07429981 3.113923e-01
1.08234700 3.568696e-01
1.09039419 4.036726e-01
1.09844138 4.497609e-01
1.10648856 4.929876e-01
1.11453575 5.393683e-01
1.12258294 5.811056e-01
1.13063013 6.239441e-01
1.13867732 6.652001e-01
1.14672451 7.063465e-01
1.15477170 7.460910e-01
1.16281889 7.845323e-01
1.17086608 8.206920e-01
1.17891327 8.567065e-01
1.18696046 8.914993e-01
1.19500765 9.267673e-01
1.20305484 9.571779e-01
1.21110203 9.901535e-01
1.21914922 1.021379e+00
1.22719641 1.051464e+00
1.23524360 1.078713e+00
1.24329079 1.107105e+00
1.25133798 1.133404e+00
1.25938517 1.158230e+00
1.26743236 1.182910e+00
1.27547955 1.205301e+00
1.28352674 1.226527e+00
1.29157392 1.248066e+00
1.29962111 1.266983e+00
1.30766830 1.284807e+00
1.31571549 1.301308e+00
1.32376268 1.316245e+00
1.33180987 1.329847e+00
1.33985706 1.341393e+00
1.34790425 1.350893e+00
1.35595144 1.359035e+00
1.36399863 1.363775e+00
1.37204582 1.365527e+00
1.38009301 1.363599e+00
1.38814020 1.357240e+00
1.39618739 1.344232e+00
1.40423458 1.328301e+00
1.41228177 1.309173e+00
1.42032896 1.287590e+00
1.42837615 1.264142e+00
1.43642334 1.236696e+00
1.44447053 1.207726e+00
1.45251772 1.175533e+00
1.46056491 1.140830e+00
1.46861210 1.101313e+00
1.47665928 1.058838e+00
1.48470647 1.012254e+00
1.49275366 9.612196e-01
1.50080085 9.047020e-01
1.50884804 8.430703e-01
1.51689523 7.731746e-01
1.52494242 6.976226e-01
1.53298961 6.114366e-01
1.54103680 5.147157e-01
1.54908399 4.030387e-01
1.55713118 2.732305e-01
1.56517837 1.189157e-01
1.57322556 -6.906673e-02
1.58127275 -3.070839e-01
1.58931994 -6.318455e-01
1.59736713 -1.130087e+00
1.60541432 -2.216394e+00
