0.00895880 -2.485196e+01
0.02687639 -2.088094e+01
0.04479399 -1.863840e+01
0.06271158 -1.701410e+01
0.08062918 -1.585084e+01
0.09854677 -1.484199e+01
0.11646437 -1.402284e+01
0.13438196 -1.328339e+01
0.15229955 -1.265916e+01
0.17021715 -1.209065e+01
0.18813474 -1.157909e+01
0.20605234 -1.111015e+01
0.22396993 -1.068474e+01
0.24188753 -1.027643e+01
0.25980512 -9.903921e+00
0.27772272 -9.529725e+00
0.29564031 -9.215173e+00
0.31355791 -8.883708e+00
0.33147550 -8.586175e+00
0.34939310 -8.303531e+00
0.36731069 -8.039542e+00
0.38522829 -7.776147e+00
0.40314588 -7.513258e+00
0.42106348 -7.271809e+00
0.43898107 -7.037385e+00
0.45689866 -6.808734e+00
0.47481626 -6.591034e+00
0.49273385 -6.382015e+00
0.51065145 -6.175106e+00
0.52856904 -5.991667e+00
0.54648664 -5.785064e+00
0.56440423 -5.603615e+00
0.58232183 -5.412534e+00
0.60023942 -5.233348e+00
0.61815702 -5.054393e+00
0.63607461 -4.883998e+00
0.65399221 -4.711090e+00
0.67190980 -4.558045e+00
0.68982740 -4.383016e+00
0.70774499 -4.227749e+00
0.72566259 -4.066235e+00
0.74358018 -3.903717e+00
0.76149777 -3.747337e+00
0.77941537 -3.599286e+00
0.79733296 -3.448631e+00
0.81525056 -3.296092e+00
0.83316815 -3.151662e+00
0.85108575 -2.994058e+00
0.86900334 -2.849276e+00
0.88692094 -2.702405e+00
0.90483853 -2.558756e+00
0.92275613 -2.415670e+00
0.94067372 -2.275812e+00
0.95859132 -2.134668e+00
0.97650891 -1.996864e+00
0.99442651 -1.854319e+00
1.01234410 -1.722816e+00
1.03026169 -1.591399e+00
1.04817929 -1.453237e+00
1.06609688 -1.328254e+00
1.08401448 -1.195978e+00
1.10193207 -1.065907e+00
1.11984967 -9.419927e-01
1.13776726 -8.194243e-01
1.15568486 -6.924398e-01
1.17360245 -5.731024e-01
1.19152005 -4.606506e-01
1.20943764 -3.441159e-01
1.22735524 -2.306924e-01
1.24527283 -1.247112e-01
1.26319043 -1.881313e-02
1.28110802 7.949097e-02
1.29902562 1.779723e-01
1.31694321 2.716944e-01
1.33486080 3.608220e-01
1.35277840 4.430739e-01
1.37069599 5.230566e-01
1.38861359 5.992882e-01
1.40653118 6.678736e-01
1.42444878 7.262496e-01
1.44236637 7.794753e-01
1.46028397 8.253515e-01
1.47820156 8.591585e-01
1.49611916 8.860988e-01
1.51403675 9.038476e-01
1.53195435 9.054965e-01
1.54987194 8.991955e-01
1.56778954 8.756433e-01
1.58570713 8.367058e-01
1.60362472 7.720686e-01
1.62154232 6.816649e-01
1.63945991 5.680690e-01
1.65737751 4.302102e-01
1.67529510 2.610042e-01
1.69321270 5.585338e-02
1.71113029 -2.037783e-01
1.72904789 -5.409566e-01
1.74696548 -1.005171e+00
1.76488308 -1.726931e+00
1.78280067 -3.237975e+00
